Label, Id
Great Houses of Westeros,1316
Lommy Greenhands,1317
Giant (The Watchers on the Wall),1318
Orys I,1319
The silver,1320
Ironborn in skiff,1321
Arthur,1322
Jorah Mormont,1323
Derek,1324
Master Torturer,1325
Dwarf,1326
Sissy,1327
Varly,1328
Lem Lemoncloak,1329
Colloquo Votar,1330
Visenya Targaryen,1331
Belicho Paenymion,1332
Quarterman,1333
Aegon III Targaryen,1334
Dark Sister,1335
Bowen,1336
Elsera Snow,1337
Arya,1338
Onion Knight,1339
Erena Glover,1340
Dothraki pit fighter,1341
Harlan Hoare,1342
Staunton (Lord),1343
Wilding,1344
Samwell Tarly,1345
Gorne,1346
Euron Greyjoy,1347
Ned Umber,1348
Urrigon Hightower,1349
Palla,1350
Wuese Houston-Jibo,1351
The sight,1352
Braavosi madam,1353
Nathanael Saleh,1354
Treason,1355
Targaryen conquest,1356
Emmon Cuy,1357
Lommy,1358
Seasmoke,1359
Lords and lordship,1360
Eustace,1361
Britt Warrick,1362
Baelor Targaryen,1363
Ralf Kenning,1364
White Walker 2 (Beyond the Wall),1365
Richard Lonmouth,1366
Snow bear,1367
Namond,1368
Rickon,1369
Unnamed miller's wife,1370
Rancer,1371
Rhodri Miles,1372
Wyl (House Stark),1373
Cassana,1374
Maegor Targaryen,1375
Rhaegar Targaryen,1376
Dontos Hollard,1377
Wildling female,1378
The Prince That Was Promised,1379
Aron Santagar,1380
Jaime,1381
Little Bird (You Win or You Die),1382
Raymond Griffiths,1383
Argalia,1384
Bruni,1385
Aegon IV,1386
House Branfield,1387
Valyrian sword smith,1388
Citadel maester,1389
Nymeria Sand,1390
Cersei's black-haired son,1391
Braavosi Prostitute,1392
Little Bird 3,1393
Aegon Targaryen (son of Rhaegar and Elia),1394
Duff,1395
"Joss (Unbowed, Unbent, Unbroken)",1396
Quillion,1397
Harys Swyft,1398
Small council,1399
High Septon (Before the riot of King's Landing),1400
The Nations of the North,1401
Karlon Stark,1402
Whitehill soldier 2,1403
Stormcloud,1404
Whore (The Warrior),1405
Winter town man,1406
Axel Baratheon,1407
Rast,1408
Brusco,1409
High Septon (After the Riot of King’s Landing),1410
Argella Durrandon,1411
Arwaya Frey,1412
Male Lannister prisoner,1413
Shireen Baratheon,1414
Gold Cloak 1 (The Wolf and the Lion),1415
Viserys,1416
Tickler,1417
Vala,1418
Simon Strong,1419
Stuart Martin,1420
Knighthood,1421
Lady of Winterfell,1422
Arryns,1423
Daenerys Targaryen,1424
Allana Tyrell,1425
Marillion,1426
Great Bastards,1427
Dothraki warrior (Book of the Stranger),1428
Malleon,1429
Sweetrobin,1430
Jaehaerys Targaryen (son of Aegon II),1431
Eldrick Sarsfield,1432
Royce IV Bolton,1433
Ternesio Terys,1434
Petyr Baelish,1435
Brandon I Stark,1436
Roslin Frey,1437
House Lannister (Complete Guide to Westeros),1438
Aegon I,1439
Great Master 6,1440
Simon Norbury,1441
Orphan kid 1,1442
Theomar Smallwood,1443
Temple of the Dosh khaleen,1444
Hostage,1445
The red,1446
Addam Velaryon,1447
Musician 2 (The Lion and the Rose),1448
Calla,1449
King,1450
Night King,1451
Lannister guard 1,1452
Blood (former Gold Cloak),1453
Haggo,1454
Gared's father,1455
Tywin Lannister,1456
Zorses,1457
Aemon Blackfyre,1458
Lannister Captain (Home),1459
Walder Rivers,1460
Qyburn,1461
Temmo,1462
Stark guard (Man Without Honor),1463
Slave (Breaker of Chains),1464
Roose Bolton,1465
Brynden Rivers,1466
Catacomb master,1467
Ulf the White,1468
Baratheon General,1469
Volarik,1470
Drogon,1471
Renly,1472
Nan,1473
Grey Worm,1474
Crossroads inn patron 2,1475
Robar Royce,1476
Lannister soldier 2 (The Dragon and the Wolf),1477
Goatherd (The Children),1478
Joss Stilwood,1479
Bannen,1480
Torrhen Whitehill,1481
Robb,1482
Silk King,1483
Rodrik Stark,1484
Vorkoy,1485
Gwyn Whitehill,1486
Lady Crane,1487
War of the Usurper,1488
Giant 2,1489
Little Bird 1,1490
House Tarth,1491
The Eunuch,1492
Fionn Kernan,1493
Balkus,1494
Matt Littler,1495
Tonci Banov,1496
Dagmer,1497
Red priest,1498
Qartheen woman,1499
Lothar Frey,1500
Alannys,1501
Miller's wife,1502
Regan Karstark,1503
High Septon (Faith Militant uprising),1504
Olly,1505
Shaggydog,1506
Faith Militant 1,1507
Mary Jordan,1508
Wedding,1509
Jon Karstark,1510
Missandei,1511
King's Landing whore,1512
Lynesse,1513
Jhogo,1514
Bolton general,1515
Karstark soldier 1,1516
Denys Mallister,1517
Leygood (knight),1518
Elaena Glenmore,1519
Aemma Arryn,1520
Wendel Manderly,1521
Rhaena Targaryen (son of Aenys),1522
Derek Horsham,1523
White Walker (Valar Morghulis),1524
Wildling chieftainess,1525
Greatjon Umber,1526
Brandon Stark (son of Rickard),1527
Byron Swann,1528
Xaro Xhoan Daxos,1529
Arthur Dayne,1530
Fall of Winterfell,1531
Lysa Arryn,1532
Lannister scout,1533
Walder Frey (Black Walder),1534
Cersei,1535
Rickard Morgryn,1536
Gerald,1537
Jojen,1538
Sam Tarly,1539
Derwa Frey,1540
Bran Stark,1541
House Dustin,1542
Drowned Priest,1543
Little Bird 4,1544
Bowen (Squire),1545
Belgrave (Lord),1546
Loso,1547
Moelle,1548
Lucan (Telltale),1549
Adrack Humble,1550
Warlock,1551
Chella,1552
Olenna Redwyne,1553
Oswell Whent,1554
Queen of the Iron Islands,1555
Jhaqo,1556
Willem Darry,1557
Tregar Ormollen,1558
Unnamed Warlock,1559
House Arryn,1560
House Baratheon of Dragonstone,1561
Widow's Wail,1562
Aggo (The Red Woman),1563
Matthos,1564
Parley in King's Landing,1565
Serwyn Errol,1566
Lyarra Stark,1567
Robb and Talisa Stark,1568
Talia Forrester,1569
Aegon Targaryen (son of Rhaegar and Lyanna),1570
Quenton Qoherys,1571
Dothraki woman having sex (Book of the Stranger),1572
Imry Florent,1573
Karl Whitehill,1574
Lannister,1575
Small Council,1576
Eddard,1577
Jorah,1578
Baelor the Blessed,1579
Dolf,1580
Dunk,1581
Walda Frey (Fat Walda),1582
Aegon I Targaryen,1583
Kovarro,1584
Lannister soldier (The Prince of Winterfell),1585
Naerys Targaryen,1586
Brusco Bouncer,1587
Dalton Greyjoy,1588
Whore (The Stranger),1589
Rodrik Forrester,1590
Riot of King's Landing,1591
Lois Winstone,1592
Member of the Thirteen,1593
Tomard,1594
Red priestess,1595
Maegor III Targaryen,1596
Walda Frey (grandniece),1597
House Cassel,1598
Walter Whent,1599
Luwin,1600
Katrina Umber,1601
Commander of the Second Sons,1602
Dothraki man having sex (Book of the Stranger),1603
Sansa,1604
Frey (founder),1605
Quent,1606
Tytos Lannister,1607
Queen of Thorns,1608
Wounded Lannister soldier,1609
Tanselle,1610
Vickon Greyjoy,1611
Durran Godsgrief,1612
Cressen,1613
Targaryens,1614
House Tully,1615
Irri,1616
House Mudd,1617
Farmer (Breaker of Chains),1618
Jaremy Rykker,1619
Gold cloak 2 (Eastwatch),1620
Balon Greyjoy,1621
Cultures and Peoples,1622
Captain of the Bolton archers,1623
Winterfell Shepherd,1624
Morgryn,1625
Elia Sand,1626
Great master 3,1627
Karl,1628
Roslin Tully,1629
House Baratheon of King's Landing,1630
Tycho Nestoris,1631
House Glover,1632
Bolton soldier 2,1633
Portan,1634
Johnna,1635
Stannis Baratheon,1636
Khal Drogo,1637
Janos Slynt,1638
Rhalko,1639
Lead Dornish guard,1640
Bran the Builder,1641
Lead Dornish Guard,1642
Leyton Hightower,1643
Bedding,1644
Mazor Alexi,1645
Bastard of Bolton,1646
Brynden Tully,1647
House Blackmont,1648
Halder,1649
Hobb the Hewer,1650
Marston Waters,1651
Smitty,1652
Whitehill Soldier 4,1653
Marlon,1654
Tyrion Lannister and Shae,1655
Prophecy,1656
Mummer (Eddard Stark),1657
Three-Eyed Raven,1658
Flynn,1659
Arryk Cargyll,1660
Brant,1661
Preston Greenfield,1662
Paxter Redwyne,1663
The Dothraki,1664
Cersei and Jaime Lannister,1665
Forzho,1666
The Drowned God,1667
Rogar Bolton,1668
Ros,1669
Maegor I Targaryen,1670
Robett Glover,1671
Pod,1672
Em Scribbler,1673
Mad King Aerys,1674
Elaena Targaryen,1675
Garin the Great,1676
Tourney herald,1677
First King,1678
Waymar Royce,1679
Lancel,1680
Rickon Stark,1681
Catelyn Stark,1682
Whore (The Stranger,1683
Renly Baratheon and Loras Tyrell,1684
Norren,1685
Lhazareen,1686
Crossroads Inn patron 1,1687
Maron Martell,1688
Septs,1689
Ned,1690
Shireen,1691
The Kingsmoot,1692
Amaya,1693
Benjen,1694
Brothel Smith Goddess,1695
Prophecies,1696
Joffrey,1697
Eddard Stark,1698
Sight,1699
Salt wife,1700
Mercenaries,1701
The Lord of Light (Histories & Lore),1702
Tyrell servant,1703
Warlocks,1704
White Walker 1 (Beyond the Wall),1705
White Walker (Oathkeeper),1706
Brotherhood Without Banners (Histories & Lore),1707
Drunk Man,1708
The Waif,1709
Harkon Umber,1710
Corlys Velaryon,1711
Orell,1712
High Priest of R'hllor,1713
Catspaw assassin,1714
Harry Grasby,1715
Dorne (Histories & Lore),1716
Great Master 1 (Kill the Boy),1717
House Greyjoy,1718
Nissa Nissa,1719
Theo,1720
Orys I Durrandon,1721
Assassinations at the Twins,1722
Bowen (squire),1723
Westerosi trader,1724
Lannister spearman,1725
Qorro,1726
Knight,1727
Mink,1728
Lannister bannerman 1 (The Ghost of Harrenhal),1729
King on the Iron Throne,1730
Lion's Tooth,1731
Amarylis Umber,1732
Lannister messenger,1733
Alannys Greyjoy,1734
Leo Lefford,1735
The Tickler,1736
Nettles,1737
Royal Steward,1738
Tully bannerman (No One),1739
Winterfell shepherd,1740
Cleos Frey,1741
Rennick,1742
Hog farmer,1743
Oathbreaking,1744
The Shepherd,1745
Argilac Durrendon,1746
Geoff,1747
Street tough,1748
Mossador,1749
Gyles Rosby,1750
Ludd Whitehill,1751
The Faith Militant (Histories & Lore),1752
Great Master 2,1753
Goldcloak 1 (Eastwatch),1754
Edgar Yronwood,1755
Lady Whitehill,1756
Brea,1757
Gawen Glover,1758
Eyrie guard,1759
Barristan the Bold,1760
Sheepstealer,1761
Eglantine,1762
Eddison Tollett,1763
Aegon III,1764
Asha Greyjoy,1765
Walda Frey (The Rains of Castamere),1766
The Sight,1767
Waldron Frey,1768
Theon greyjoy,1769
Citadel maester (The Winds of Winter),1770
Argilac Durrandon,1771
Styr,1772
Fegg,1773
The North (Histories & Lore),1774
Jeyne Arryn,1775
Zhako,1776
Rhaegal,1777
Mirri Maz Duur,1778
Martell (Daughter of Mors),1779
Neyela Frey,1780
Dwarves,1781
Harald Karstark,1782
Joramun,1783
House Hoare,1784
Christopher Nelson,1785
Ortengryn,1786
Innkeeper,1787
Razdal mo Eraz,1788
Older Knight at the Eyrie,1789
Mikken,1790
Rhaella,1791
Jeor Mormont,1792
Stannis I Baratheon,1793
Ser Pounce,1794
Meereenese fighter,1795
Sansa Lannister,1796
Sarella Sand,1797
Night's Watch Officer 2,1798
Jane McGrath,1799
Harrion Karstark,1800
Septa Eglantine,1801
Tyrell bannerman,1802
Craster's final son,1803
Clydas,1804
Stark guard 1 (A Man Without Honor),1805
Wildling elder,1806
Bessy,1807
Captain's daughter,1808
Orson Lannister,1809
Pypar,1810
Hallyne,1811
Rakharo,1812
Areo Hotah,1813
Attendant (The Winds of Winter),1814
Maelys the Monstrous,1815
Cohollo,1816
Aerys II,1817
Blackfyre Rebellion,1818
Alys Karstark,1819
Whore (Mother of Dragons),1820
Munro Graham,1821
High Priestess of the Dosh Khaleen,1822
Domeric Bolton,1823
Osmund Kettleblack,1824
The Faith Militant,1825
Dragons,1826
The Kingsguard,1827
Norvoshi pit fighter,1828
Meryn Trant,1829
Dagmer Cleftjaw,1830
The Sack of King's Landing,1831
Whitehill soldier 1,1832
Lannister bannerman 1,1833
Catacomb Master,1834
Borba,1835
Darius Dar Khan,1836
Brandon Stark (Son of Rickard),1837
Desmond Crakehall,1838
Craster's last son,1839
Robert Baratheon,1840
Tyene Sand,1841
Aegon's Landing,1842
Giants,1843
Ironborn,1844
Septa Mordane,1845
Argilac the Arrogant,1846
Wallen,1847
Damien,1848
Aegon V Targaryen,1849
Godwyn,1850
Mern Gardener,1851
Braavosi Captain,1852
Bron,1853
Stark guard (A Man Without Honor),1854
Vaull,1855
Lord Baelish (father of Petyr),1856
Ahko,1857
Cersei Lannister,1858
Jaehaera Targaryen,1859
Myrcella Baratheon,1860
Man of House Bracken,1861
Josera Snow,1862
Gregor Clegane,1863
The River Rhoyne,1864
Stark Officer 2,1865
Aegon Targaryen (son of Rhaegar),1866
Red Priest (The Red Woman),1867
Robin,1868
Tyraxes,1869
Jeyne Poole,1870
Daemon Sand,1871
Stark guard (Fire and Blood),1872
Dwarf 4,1873
Sack of King's Landing,1874
Valyrian steel dagger,1875
Arson Iceaxe,1876
Lord,1877
Mole's Town whore,1878
Great Master 2 (Kill the Boy),1879
War of the Ninepenny Kings,1880
Lord Paxter Redwyne,1881
Daenerys Targaryen's war for Westeros,1882
Brenock O'Connor,1883
Karsi,1884
Arson,1885
Brozho,1886
Aegon the Conqueror,1887
Musician 2 (The Door),1888
Protestor,1889
Lu Corfield,1890
Direwolf,1891
Showdown at the Tower of Joy,1892
Azor Ahai,1893
Assassination of Renly Baratheon,1894
Lord Varys,1895
Incest,1896
Septon (Valar Morghulis),1897
Vermithor,1898
Sharra Arryn,1899
Yunkai'i whore,1900
Lannister soldier 3 (Dragonstone),1901
Maekar I Targaryen,1902
Bastardy,1903
Daeron Targaryen (son of Aegon V),1904
Riddell,1905
Tysha,1906
Nymeria,1907
Dwarf hunter 1,1908
Pentoshi servant,1909
Royland Degore,1910
Drowned God,1911
Robert's Rebellion (Histories & Lore),1912
Hot Pie,1913
Lynesse Hightower,1914
Silent sisters,1915
Kinslaying,1916
Aemon,1917
Arax,1918
Alannys Harlaw,1919
Garrison Fowler,1920
House Westerling,1921
Bastard,1922
Helliweg,1923
Lannister soldier (The Dragon and the Wolf),1924
Tyrion littledick Lannister,1925
Three-eyed crow,1926
Brothel child 1,1927
Bolton man 1,1928
High Priestess of the Dosh khaleen,1929
Walda Bolton,1930
Aegor Rivers,1931
Willem Lannister,1932
Morgan,1933
Arryk,1934
Duncan Targaryen,1935
Westerosi trader (The Broken Man),1936
Frey soldier 1,1937
Steve,1938
Morgan's friend,1939
Sorcerer,1940
Melessa Tarly,1941
Bert,1942
Meraxes,1943
Dyanna Dayne,1944
House Dayne,1945
Gold Cloaks,1946
Last War,1947
Denner,1948
Archonei,1949
Braavosi woman 2 (The Door),1950
Forzo,1951
Fury gunnery captain,1952
Talisa,1953
Arys Oakheart,1954
Prendahl na Ghezn,1955
Meghan,1956
Tom (Telltale),1957
Zala,1958
Lordsport dockhand,1959
Lyanna Stark and Rhaegar Targaryen,1960
Bharbo,1961
Nameday,1962
Jaehaerys Targaryen,1963
Aggo (The North Remembers),1964
Greenseer,1965
Denner Frostfinger,1966
Tess,1967
Lannister bannerman 3 (The Ghost of Harrenhal),1968
Brahm Gallagher,1969
Dying man (Mockingbird),1970
Borcas,1971
Whitehill Soldier 2,1972
Danny O'Connor,1973
Sand Snakes,1974
Ice,1975
Meleys,1976
House Marbrand,1977
Olyvar,1978
Musician 1 (The Door),1979
Shae,1980
House Martell,1981
Simpson,1982
Bessie,1983
Aemon Targaryen,1984
Braavosi Water Dancer,1985
Daemon II Blackfyre,1986
Harlen Tyrell,1987
Rhaena Targaryen (daughter of Aenys),1988
Kraznys mo Nakloz,1989
Stark guard 1 (The Old Gods and the New),1990
Pylos,1991
Polliver,1992
Marq Rankenfell,1993
Second Son,1994
Aemon Targaryen (Dragonknight),1995
Alton Lannister,1996
Rodrik Greyjoy,1997
Echiel,1998
Young bravo,1999
Peremore Hightower,2000
Serena Blackfyre,2001
Balian,2002
Daisy,2003
Hizdahr zo Loraq,2004
Citadel archmaester 2 (Eastwatch),2005
Gwayne Gaunt,2006
Oberyn Martell,2007
Differences in the status of women between books and TV series,2008
Unidentified Mummer,2009
The Lord of Light,2010
Dosh khaleen,2011
Shirei Frey,2012
Whitehill (Lady),2013
Goatherd (The Laws of Gods and Men),2014
Actor playing Joffrey Baratheon,2015
Gray Worm,2016
Greizhen mo Ullhor,2017
Bolton man 2,2018
Dayne (son of Davos),2019
Tyrell Servant,2020
Snow bears,2021
Eddie,2022
Copper King,2023
Quorin Halfhand,2024
Oberyn,2025
Jaqen H’ghar,2026
Gray Wind,2027
Podrick Payne,2028
Elenei,2029
Talia Branfield,2030
Smalljon Umber,2031
Rickard Stark,2032
Brandon Stark (Breaker),2033
Mummer (Margaery Tyrell),2034
Steffon Baratheon,2035
Dothraki man having sex,2036
Military officer,2037
Harren the Black,2038
Blackfyre,2039
Slave master,2040
Mordane,2041
Great Master 5,2042
Red Priestess (High Sparrow),2043
Dareon,2044
Ethelide Baratheon,2045
